Invoice ID;Date;City;Gender;Customer type;Product line;Payment;Unit price;Quantity;Total;Gross margin percentage;Gross income;Rating
799-55-976;2026-02-24;Yangon;Female;Normal;Food and beverages;Credit card;38;7;279,3;0,0479;13,38;3,7
401-86-776;2026-05-02;Yangon;Male;Member;Health and beauty;Credit card;139;9;1313,55;0,0479;62,92;5,9
939-82-429;2026-05-20;Yangon;Male;Normal;Home and lifestyle;Ewallet;53;10;556,5;0,0479;26,66;4,6
906-23-626;2026-09-30;Mandalay;Male;Normal;Food and beverages;Ewallet;18;5;94,5;0,0479;4,53;5,0
621-81-881;2026-11-30;Mandalay;Female;Normal;Food and beverages;Credit card;148;2;310,8;0,0479;14,89;4,1
135-39-494;2026-08-16;Yangon;Female;Normal;Food and beverages;Ewallet;11;7;80,85;0,0479;3,87;8,0
271-45-307;2026-06-22;Naypyitaw;Male;Member;Fashion accessories;Ewallet;168;8;1411,2;0,0479;67,6;7,9
116-84-326;2026-12-17;Mandalay;Female;Member;Food and beverages;Credit card;11;10;115,5;0,0479;5,53;9,7
567-37-158;2026-11-26;Yangon;Male;Member;Home and lifestyle;Ewallet;185;7;1359,75;0,0479;65,13;6,1
305-46-920;2026-10-06;Yangon;Male;Member;Electronic accessories;Credit card;1130;7;8305,5;0,0479;397,83;3,8
940-31-698;2026-07-09;Mandalay;Female;Member;Food and beverages;Ewallet;136;2;285,6;0,0479;13,68;3,9
503-56-296;2026-03-18;Naypyitaw;Male;Member;Food and beverages;Credit card;161;10;1690,5;0,0479;80,97;5,2
989-34-204;2026-02-17;Mandalay;Male;Normal;Food and beverages;Credit card;55;7;404,25;0,0479;19,36;6,9
517-89-333;2026-12-01;Mandalay;Female;Normal;Home and lifestyle;Credit card;229;10;2404,5;0,0479;115,18;8,0
154-54-330;2026-03-30;Mandalay;Male;Member;Health and beauty;Cash;180;9;1701,0;0,0479;81,48;2,0
492-40-600;2026-04-26;Yangon;Female;Normal;Food and beverages;Ewallet;72;8;604,8;0,0479;28,97;6,9
946-67-887;2026-06-10;Yangon;Female;Member;Home and lifestyle;Ewallet;343;4;1440,6;0,0479;69,0;1,9
934-70-325;2026-08-31;Mandalay;Male;Normal;Health and beauty;Cash;24;2;50,4;0,0479;2,41;3,7
130-81-557;2026-11-14;Mandalay;Female;Normal;Food and beverages;Credit card;67;7;492,45;0,0479;23,59;2,1
904-38-765;2026-09-06;Yangon;Female;Normal;Sports and travel;Ewallet;334;3;1052,1;0,0479;50,4;2,1
398-24-895;2026-04-13;Yangon;Male;Member;Electronic accessories;Ewallet;411;8;3452,4;0,0479;165,37;1,3
213-36-867;2026-02-08;Yangon;Male;Member;Home and lifestyle;Cash;160;8;1344,0;0,0479;64,38;2,4
904-18-343;2026-10-04;Yangon;Male;Normal;Fashion accessories;Credit card;55;7;404,25;0,0479;19,36;3,2
496-20-650;2026-12-08;Mandalay;Female;Normal;Health and beauty;Credit card;147;3;463,05;0,0479;22,18;2,1
344-88-777;2026-04-04;Naypyitaw;Male;Member;Home and lifestyle;Credit card;120;3;378,0;0,0479;18,11;6,3
562-65-311;2026-10-05;Yangon;Female;Member;Food and beverages;Cash;137;1;143,85;0,0479;6,89;3,5
701-34-645;2026-12-08;Mandalay;Female;Normal;Food and beverages;Ewallet;68;7;499,8;0,0479;23,94;9,3
763-61-735;2026-06-22;Naypyitaw;Female;Normal;Food and beverages;Ewallet;160;8;1344,0;0,0479;64,38;4,3
979-11-443;2026-04-11;Mandalay;Male;Normal;Home and lifestyle;Ewallet;474;2;995,4;0,0479;47,68;3,3
713-15-359;2026-05-28;Mandalay;Male;Normal;Food and beverages;Credit card;44;5;231,0;0,0479;11,06;2,8
207-57-624;2026-06-23;Yangon;Male;Member;Food and beverages;Credit card;186;1;195,3;0,0479;9,35;1,0
756-48-224;2026-05-30;Mandalay;Female;Member;Food and beverages;Credit card;28;2;58,8;0,0479;2,82;4,6
127-68-327;2026-12-08;Yangon;Male;Member;Electronic accessories;Ewallet;927;3;2920,05;0,0479;139,87;2,8
657-97-314;2026-05-03;Naypyitaw;Female;Member;Food and beverages;Credit card;145;2;304,5;0,0479;14,59;1,3
429-96-153;2026-03-02;Yangon;Female;Member;Home and lifestyle;Cash;289;3;910,35;0,0479;43,61;8,0
522-79-714;2026-01-08;Yangon;Female;Member;Food and beverages;Cash;146;3;459,9;0,0479;22,03;3,8
606-90-236;2026-01-27;Yangon;Female;Normal;Food and beverages;Ewallet;151;6;951,3;0,0479;45,57;2,9
862-75-881;2026-07-25;Mandalay;Female;Member;Electronic accessories;Credit card;553;6;3483,9;0,0479;166,88;6,1
557-32-857;2026-05-25;Mandalay;Male;Member;Food and beverages;Ewallet;158;6;995,4;0,0479;47,68;5,1
215-31-632;2026-01-19;Yangon;Female;Member;Food and beverages;Credit card;159;4;667,8;0,0479;31,99;1,9
762-85-438;2026-10-30;Mandalay;Male;Normal;Home and lifestyle;Credit card;341;4;1432,2;0,0479;68,6;8,2
153-87-789;2026-04-29;Yangon;Male;Member;Food and beverages;Ewallet;82;3;258,3;0,0479;12,37;8,9
712-22-473;2026-07-12;Naypyitaw;Female;Member;Fashion accessories;Credit card;141;7;1036,35;0,0479;49,64;8,7
920-27-821;2026-02-16;Yangon;Male;Member;Food and beverages;Ewallet;187;9;1767,15;0,0479;84,65;6,4
518-70-444;2026-05-09;Yangon;Male;Member;Food and beverages;Credit card;3;1;3,15;0,0479;0,15;6,5
137-69-177;2026-02-03;Naypyitaw;Female;Normal;Fashion accessories;Credit card;209;10;2194,5;0,0479;105,12;9,5
328-85-331;2026-02-08;Naypyitaw;Female;Normal;Food and beverages;Credit card;5;2;10,5;0,0479;0,5;8,6
499-97-292;2026-10-19;Yangon;Male;Normal;Food and beverages;Credit card;187;4;785,4;0,0479;37,62;1,9
187-55-862;2026-01-09;Yangon;Male;Normal;Food and beverages;Ewallet;169;1;177,45;0,0479;8,5;5,2
418-83-145;2026-02-10;Yangon;Male;Normal;Fashion accessories;Credit card;259;2;543,9;0,0479;26,05;3,4
296-11-716;2026-07-15;Yangon;Female;Member;Food and beverages;Cash;71;9;670,95;0,0479;32,14;4,2
617-93-483;2026-05-27;Naypyitaw;Female;Member;Food and beverages;Ewallet;104;3;327,6;0,0479;15,69;7,1
265-70-162;2026-04-05;Naypyitaw;Male;Member;Food and beverages;Ewallet;161;3;507,15;0,0479;24,29;3,4
303-73-911;2026-04-26;Yangon;Male;Member;Food and beverages;Cash;153;5;803,25;0,0479;38,48;2,7
552-84-634;2026-06-13;Yangon;Female;Normal;Food and beverages;Credit card;86;10;903,0;0,0479;43,25;1,3
498-48-324;2026-11-21;Yangon;Female;Member;Food and beverages;Ewallet;60;5;315,0;0,0479;15,09;6,4
203-48-198;2026-09-17;Yangon;Female;Normal;Fashion accessories;Cash;291;1;305,55;0,0479;14,64;5,8
202-19-479;2026-12-27;Mandalay;Female;Member;Food and beverages;Credit card;120;1;126,0;0,0479;6,04;8,7
399-72-674;2026-08-25;Yangon;Female;Normal;Food and beverages;Credit card;92;3;289,8;0,0479;13,88;6,6
109-69-984;2026-08-10;Mandalay;Female;Normal;Food and beverages;Credit card;41;8;344,4;0,0479;16,5;6,4
657-98-923;2026-04-22;Yangon;Female;Member;Food and beverages;Cash;30;9;283,5;0,0479;13,58;1,1
983-47-847;2026-05-21;Naypyitaw;Female;Normal;Food and beverages;Ewallet;11;5;57,75;0,0479;2,77;5,7
852-73-971;2026-04-11;Mandalay;Male;Normal;Food and beverages;Cash;93;7;683,55;0,0479;32,74;7,8
521-90-983;2026-03-07;Yangon;Female;Member;Food and beverages;Cash;156;4;655,2;0,0479;31,38;3,8
799-36-796;2026-01-18;Yangon;Female;Member;Food and beverages;Ewallet;23;8;193,2;0,0479;9,25;9,7
691-75-438;2026-08-20;Yangon;Male;Normal;Health and beauty;Credit card;15;6;94,5;0,0479;4,53;9,3
868-29-846;2026-12-11;Yangon;Female;Member;Health and beauty;Ewallet;257;7;1888,95;0,0479;90,48;4,7
292-92-515;2026-06-10;Yangon;Male;Normal;Food and beverages;Credit card;105;7;771,75;0,0479;36,97;2,0
749-32-256;2026-08-15;Yangon;Female;Normal;Food and beverages;Credit card;52;4;218,4;0,0479;10,46;9,2
415-68-997;2026-10-26;Naypyitaw;Female;Normal;Home and lifestyle;Ewallet;387;1;406,35;0,0479;19,46;6,8
550-63-272;2026-04-08;Yangon;Female;Normal;Food and beverages;Ewallet;86;1;90,3;0,0479;4,33;7,2
480-80-321;2026-01-10;Yangon;Male;Normal;Food and beverages;Cash;74;8;621,6;0,0479;29,77;3,5
444-58-608;2026-04-10;Yangon;Male;Member;Food and beverages;Ewallet;134;3;422,1;0,0479;20,22;9,8
817-90-803;2026-06-08;Yangon;Male;Member;Home and lifestyle;Ewallet;261;5;1370,25;0,0479;65,63;7,8
102-84-288;2026-07-05;Yangon;Male;Member;Food and beverages;Ewallet;183;5;960,75;0,0479;46,02;7,0
635-31-193;2026-03-08;Mandalay;Male;Member;Health and beauty;Credit card;254;2;533,4;0,0479;25,55;6,8
355-35-929;2026-02-10;Naypyitaw;Male;Member;Food and beverages;Ewallet;32;9;302,4;0,0479;14,48;2,0
414-72-136;2026-01-27;Yangon;Male;Normal;Food and beverages;Ewallet;176;2;369,6;0,0479;17,7;5,9
336-67-834;2026-06-18;Yangon;Male;Member;Home and lifestyle;Credit card;251;3;790,65;0,0479;37,87;2,7
645-42-543;2026-12-04;Yangon;Male;Member;Food and beverages;Ewallet;73;8;613,2;0,0479;29,37;6,1
128-33-390;2026-12-21;Yangon;Male;Member;Food and beverages;Credit card;35;4;147,0;0,0479;7,04;4,0
478-90-192;2026-04-04;Yangon;Female;Normal;Food and beverages;Ewallet;65;1;68,25;0,0479;3,27;4,6
203-97-174;2026-03-21;Yangon;Male;Member;Food and beverages;Ewallet;124;5;651,0;0,0479;31,18;4,2
709-40-648;2026-04-21;Mandalay;Male;Normal;Home and lifestyle;Credit card;462;8;3880,8;0,0479;185,89;1,3
734-71-994;2026-07-14;Mandalay;Male;Normal;Health and beauty;Ewallet;202;5;1060,5;0,0479;50,8;8,0
202-33-937;2026-07-06;Yangon;Female;Normal;Food and beverages;Ewallet;182;9;1719,9;0,0479;82,38;2,2
281-77-873;2026-01-14;Mandalay;Male;Normal;Food and beverages;Credit card;86;1;90,3;0,0479;4,33;6,9
463-74-592;2026-05-29;Naypyitaw;Female;Normal;Food and beverages;Ewallet;64;2;134,4;0,0479;6,44;7,8
801-62-983;2026-07-11;Yangon;Female;Member;Food and beverages;Credit card;11;9;103,95;0,0479;4,98;9,9
148-19-612;2026-10-15;Yangon;Male;Normal;Food and beverages;Ewallet;48;10;504,0;0,0479;24,14;4,5
110-71-480;2026-11-29;Mandalay;Male;Member;Food and beverages;Credit card;38;7;279,3;0,0479;13,38;5,3
596-95-344;2026-06-16;Yangon;Male;Member;Food and beverages;Credit card;123;10;1291,5;0,0479;61,86;4,6
719-45-610;2026-07-14;Yangon;Male;Normal;Food and beverages;Credit card;45;5;236,25;0,0479;11,32;2,0
476-86-679;2026-03-11;Mandalay;Female;Member;Health and beauty;Ewallet;35;6;220,5;0,0479;10,56;2,0
600-50-467;2026-01-21;Yangon;Female;Normal;Food and beverages;Credit card;189;3;595,35;0,0479;28,52;7,1
813-80-323;2026-07-01;Naypyitaw;Male;Member;Food and beverages;Credit card;63;4;264,6;0,0479;12,67;5,9
658-24-483;2026-04-08;Mandalay;Male;Normal;Fashion accessories;Ewallet;312;10;3276,0;0,0479;156,92;7,8
712-95-850;2026-05-27;Mandalay;Female;Normal;Food and beverages;Credit card;51;7;374,85;0,0479;17,96;9,5
378-92-208;2026-04-25;Mandalay;Male;Normal;Food and beverages;Ewallet;48;5;252,0;0,0479;12,07;6,5
795-76-851;2026-08-03;Yangon;Female;Member;Electronic accessories;Ewallet;934;5;4903,5;0,0479;234,88;4,4
654-29-336;2026-08-16;Naypyitaw;Male;Member;Food and beverages;Ewallet;122;3;384,3;0,0479;18,41;9,1
193-40-475;2026-09-30;Naypyitaw;Male;Normal;Health and beauty;Ewallet;142;1;149,1;0,0479;7,14;3,0
621-10-140;2026-01-31;Yangon;Male;Member;Food and beverages;Cash;124;4;520,8;0,0479;24,95;4,9
473-68-261;2026-05-02;Yangon;Female;Member;Food and beverages;Ewallet;86;7;632,1;0,0479;30,28;3,0
253-32-216;2026-02-16;Naypyitaw;Male;Normal;Food and beverages;Ewallet;132;10;1386,0;0,0479;66,39;2,1
426-53-184;2026-12-05;Mandalay;Female;Normal;Home and lifestyle;Cash;460;1;483,0;0,0479;23,14;7,1
662-27-149;2026-07-28;Yangon;Female;Member;Food and beverages;Ewallet;76;2;159,6;0,0479;7,64;6,1
828-92-220;2026-07-18;Mandalay;Female;Normal;Food and beverages;Credit card;112;10;1176,0;0,0479;56,33;7,1
332-79-341;2026-04-07;Mandalay;Male;Member;Home and lifestyle;Cash;231;5;1212,75;0,0479;58,09;1,1
970-36-203;2026-07-23;Mandalay;Female;Normal;Electronic accessories;Ewallet;795;7;5843,25;0,0479;279,89;7,4
550-49-625;2026-12-19;Yangon;Female;Normal;Food and beverages;Credit card;24;6;151,2;0,0479;7,24;6,5
846-77-793;2026-06-26;Yangon;Male;Normal;Food and beverages;Credit card;35;4;147,0;0,0479;7,04;1,4
991-47-934;2026-05-04;Mandalay;Male;Member;Food and beverages;Credit card;50;2;105,0;0,0479;5,03;6,6
875-41-195;2026-12-07;Mandalay;Female;Member;Food and beverages;Cash;113;5;593,25;0,0479;28,42;6,8
903-32-661;2026-07-24;Yangon;Male;Normal;Food and beverages;Ewallet;116;4;487,2;0,0479;23,34;4,0
495-33-305;2026-08-09;Mandalay;Female;Member;Health and beauty;Ewallet;188;2;394,8;0,0479;18,91;3,5
154-78-115;2026-03-02;Mandalay;Male;Normal;Health and beauty;Credit card;65;4;273,0;0,0479;13,08;8,8
131-73-809;2026-10-18;Yangon;Female;Member;Food and beverages;Ewallet;124;2;260,4;0,0479;12,47;3,9
227-13-614;2026-10-22;Naypyitaw;Female;Member;Food and beverages;Credit card;10;6;63,0;0,0479;3,02;8,3
719-53-446;2026-05-01;Yangon;Female;Member;Fashion accessories;Ewallet;314;6;1978,2;0,0479;94,76;4,7
874-99-488;2026-10-12;Yangon;Female;Normal;Food and beverages;Ewallet;140;10;1470,0;0,0479;70,41;5,7
627-24-677;2026-10-29;Naypyitaw;Male;Normal;Food and beverages;Ewallet;179;1;187,95;0,0479;9,0;5,4
466-10-575;2026-02-27;Yangon;Male;Member;Electronic accessories;Ewallet;86;3;270,9;0,0479;12,98;9,6
365-30-901;2026-04-04;Yangon;Female;Normal;Food and beverages;Credit card;103;3;324,45;0,0479;15,54;5,8
176-77-563;2026-03-28;Yangon;Male;Normal;Food and beverages;Credit card;37;6;233,1;0,0479;11,17;3,5
263-49-677;2026-04-17;Yangon;Male;Normal;Food and beverages;Credit card;119;8;999,6;0,0479;47,88;1,5
427-43-935;2026-09-09;Mandalay;Female;Normal;Fashion accessories;Credit card;301;4;1264,2;0,0479;60,56;6,2
365-57-559;2026-10-30;Mandalay;Female;Member;Fashion accessories;Cash;31;2;65,1;0,0479;3,12;8,3
636-46-112;2026-09-10;Yangon;Male;Normal;Food and beverages;Credit card;24;10;252,0;0,0479;12,07;8,4
903-68-689;2026-05-22;Yangon;Female;Normal;Home and lifestyle;Credit card;225;1;236,25;0,0479;11,32;2,4
116-66-335;2026-10-31;Yangon;Male;Member;Food and beverages;Ewallet;10;3;31,5;0,0479;1,51;6,6
488-66-976;2026-12-24;Naypyitaw;Female;Normal;Food and beverages;Credit card;22;3;69,3;0,0479;3,32;6,1
165-85-984;2026-07-08;Naypyitaw;Male;Member;Food and beverages;Cash;150;4;630,0;0,0479;30,18;8,2
503-51-190;2026-04-19;Mandalay;Male;Member;Food and beverages;Credit card;176;1;184,8;0,0479;8,85;7,0
955-28-620;2026-06-17;Naypyitaw;Male;Member;Food and beverages;Cash;184;5;966,0;0,0479;46,27;7,4
480-38-684;2026-10-03;Yangon;Female;Normal;Home and lifestyle;Ewallet;311;3;979,65;0,0479;46,93;2,3
814-41-561;2026-04-09;Yangon;Female;Normal;Food and beverages;Cash;108;5;567,0;0,0479;27,16;6,3
169-73-340;2026-01-09;Yangon;Male;Member;Food and beverages;Credit card;83;4;348,6;0,0479;16,7;9,5
314-98-668;2026-10-24;Naypyitaw;Male;Normal;Fashion accessories;Cash;184;10;1932,0;0,0479;92,54;2,3
836-81-769;2026-07-05;Mandalay;Male;Member;Health and beauty;Ewallet;115;1;120,75;0,0479;5,78;1,3
598-51-843;2026-04-29;Yangon;Male;Normal;Sports and travel;Credit card;140;3;441,0;0,0479;21,12;2,9
874-55-939;2026-10-25;Mandalay;Male;Member;Home and lifestyle;Credit card;368;9;3477,6;0,0479;166,58;3,5
296-90-481;2026-01-05;Yangon;Female;Member;Health and beauty;Ewallet;111;2;233,1;0,0479;11,17;1,1
106-26-150;2026-09-11;Naypyitaw;Male;Normal;Food and beverages;Credit card;161;6;1014,3;0,0479;48,58;3,5
982-86-821;2026-10-17;Naypyitaw;Female;Normal;Food and beverages;Credit card;73;2;153,3;0,0479;7,34;7,2
418-82-420;2026-09-08;Yangon;Male;Member;Home and lifestyle;Credit card;456;3;1436,4;0,0479;68,8;2,8
753-10-307;2026-12-18;Mandalay;Female;Member;Fashion accessories;Credit card;47;10;493,5;0,0479;23,64;3,9
281-58-638;2026-12-15;Yangon;Male;Normal;Sports and travel;Credit card;347;3;1093,05;0,0479;52,36;1,4
739-50-611;2026-10-15;Naypyitaw;Male;Normal;Food and beverages;Credit card;99;1;103,95;0,0479;4,98;2,2
653-79-511;2026-01-30;Yangon;Female;Normal;Food and beverages;Credit card;45;8;378,0;0,0479;18,11;2,1
630-82-780;2026-09-02;Naypyitaw;Male;Member;Food and beverages;Credit card;91;4;382,2;0,0479;18,31;1,4
635-14-911;2026-02-19;Yangon;Male;Normal;Home and lifestyle;Ewallet;271;8;2276,4;0,0479;109,04;6,4
959-81-672;2026-06-20;Yangon;Male;Member;Electronic accessories;Credit card;844;6;5317,2;0,0479;254,69;6,3
289-34-227;2026-01-31;Naypyitaw;Female;Member;Food and beverages;Ewallet;20;4;84,0;0,0479;4,02;2,7
232-84-831;2026-10-23;Mandalay;Female;Normal;Food and beverages;Credit card;34;1;35,7;0,0479;1,71;3,0
280-31-358;2026-03-17;Naypyitaw;Male;Normal;Food and beverages;Credit card;177;1;185,85;0,0479;8,9;3,0
237-81-569;2026-04-14;Mandalay;Female;Normal;Health and beauty;Credit card;264;6;1663,2;0,0479;79,67;3,5
738-29-916;2026-08-21;Yangon;Female;Normal;Health and beauty;Credit card;254;10;2667,0;0,0479;127,75;8,1
422-43-538;2026-06-03;Yangon;Female;Normal;Food and beverages;Credit card;57;6;359,1;0,0479;17,2;4,5
278-91-407;2026-05-13;Naypyitaw;Female;Normal;Food and beverages;Cash;15;2;31,5;0,0479;1,51;1,9
667-17-500;2026-03-21;Mandalay;Male;Normal;Food and beverages;Ewallet;104;4;436,8;0,0479;20,92;1,2
831-21-962;2026-02-03;Yangon;Male;Member;Food and beverages;Cash;32;3;100,8;0,0479;4,83;6,6
481-98-659;2026-07-17;Mandalay;Male;Normal;Food and beverages;Cash;23;3;72,45;0,0479;3,47;8,7
822-33-599;2026-02-17;Yangon;Male;Member;Food and beverages;Ewallet;31;4;130,2;0,0479;6,24;5,2
705-34-427;2026-05-17;Yangon;Male;Member;Fashion accessories;Ewallet;154;9;1455,3;0,0479;69,71;1,6
501-11-514;2026-12-28;Naypyitaw;Female;Normal;Food and beverages;Credit card;91;10;955,5;0,0479;45,77;2,1
315-49-287;2026-12-12;Mandalay;Male;Member;Food and beverages;Ewallet;103;4;432,6;0,0479;20,72;7,1
377-99-271;2026-06-08;Mandalay;Male;Normal;Home and lifestyle;Ewallet;312;5;1638,0;0,0479;78,46;3,3
843-58-991;2026-09-15;Yangon;Male;Normal;Food and beverages;Cash;58;6;365,4;0,0479;17,5;6,6
716-20-363;2026-12-11;Mandalay;Male;Member;Food and beverages;Ewallet;145;5;761,25;0,0479;36,46;3,5
969-59-236;2026-05-02;Naypyitaw;Female;Normal;Food and beverages;Cash;61;5;320,25;0,0479;15,34;1,4
246-28-901;2026-10-21;Mandalay;Male;Normal;Home and lifestyle;Ewallet;293;5;1538,25;0,0479;73,68;4,1
800-56-499;2026-01-29;Naypyitaw;Male;Normal;Fashion accessories;Credit card;209;7;1536,15;0,0479;73,58;6,3
947-14-548;2026-07-28;Yangon;Male;Normal;Health and beauty;Credit card;8;7;58,8;0,0479;2,82;7,7
365-30-669;2026-01-31;Yangon;Male;Member;Home and lifestyle;Credit card;326;5;1711,5;0,0479;81,98;8,9
441-88-334;2026-11-25;Mandalay;Male;Normal;Fashion accessories;Credit card;152;4;638,4;0,0479;30,58;2,3
297-90-732;2026-01-16;Mandalay;Male;Member;Food and beverages;Credit card;41;2;86,1;0,0479;4,12;2,9
236-87-790;2026-07-21;Naypyitaw;Male;Normal;Food and beverages;Credit card;148;2;310,8;0,0479;14,89;5,3
549-61-104;2026-12-19;Mandalay;Male;Normal;Food and beverages;Credit card;68;3;214,2;0,0479;10,26;9,3
730-87-833;2026-10-11;Naypyitaw;Female;Member;Fashion accessories;Ewallet;229;4;961,8;0,0479;46,07;7,9
532-95-213;2026-05-05;Naypyitaw;Female;Normal;Electronic accessories;Cash;930;1;976,5;0,0479;46,77;3,2
667-83-730;2026-11-17;Mandalay;Female;Normal;Food and beverages;Cash;11;3;34,65;0,0479;1,66;9,0
642-33-922;2026-06-01;Yangon;Female;Normal;Home and lifestyle;Ewallet;235;9;2220,75;0,0479;106,37;6,1
257-26-829;2026-08-13;Mandalay;Female;Member;Food and beverages;Ewallet;127;1;133,35;0,0479;6,39;1,1
100-20-545;2026-10-03;Mandalay;Male;Member;Home and lifestyle;Cash;350;8;2940,0;0,0479;140,83;3,7
758-16-761;2026-10-22;Yangon;Male;Normal;Sports and travel;Ewallet;326;1;342,3;0,0479;16,4;9,2
912-93-257;2026-03-20;Yangon;Female;Member;Food and beverages;Credit card;24;4;100,8;0,0479;4,83;5,8
698-22-668;2026-01-24;Yangon;Female;Member;Home and lifestyle;Ewallet;308;7;2263,8;0,0479;108,44;2,1
758-21-993;2026-01-13;Mandalay;Male;Normal;Food and beverages;Credit card;178;10;1869,0;0,0479;89,53;5,4
371-23-789;2026-03-10;Yangon;Female;Member;Health and beauty;Credit card;131;3;412,65;0,0479;19,77;1,8
635-30-739;2026-01-01;Yangon;Male;Member;Food and beverages;Credit card;101;3;318,15;0,0479;15,24;2,8
162-72-521;2026-05-11;Naypyitaw;Female;Member;Food and beverages;Ewallet;138;9;1304,1;0,0479;62,47;1,2
576-24-499;2026-02-21;Yangon;Female;Normal;Fashion accessories;Credit card;178;9;1682,1;0,0479;80,57;4,2
311-26-354;2026-10-31;Yangon;Female;Normal;Food and beverages;Ewallet;67;4;281,4;0,0479;13,48;2,4
860-68-552;2026-12-28;Yangon;Male;Member;Food and beverages;Credit card;159;3;500,85;0,0479;23,99;2,7
441-70-266;2026-10-12;Yangon;Male;Member;Food and beverages;Credit card;54;8;453,6;0,0479;21,73;2,6
349-11-117;2026-10-20;Yangon;Female;Member;Home and lifestyle;Ewallet;224;10;2352,0;0,0479;112,66;2,4
177-62-635;2026-10-27;Mandalay;Male;Normal;Sports and travel;Credit card;209;5;1097,25;0,0479;52,56;2,9
752-47-944;2026-02-03;Mandalay;Male;Normal;Food and beverages;Ewallet;52;7;382,2;0,0479;18,31;3,4
961-96-969;2026-05-03;Yangon;Female;Member;Food and beverages;Ewallet;44;7;323,4;0,0479;15,49;1,4
719-40-152;2026-08-12;Yangon;Female;Normal;Electronic accessories;Ewallet;666;5;3496,5;0,0479;167,48;4,5
679-40-668;2026-08-20;Yangon;Male;Member;Food and beverages;Ewallet;127;4;533,4;0,0479;25,55;8,9
732-67-273;2026-06-17;Mandalay;Female;Normal;Home and lifestyle;Ewallet;481;6;3030,3;0,0479;145,15;9,2
865-12-778;2026-10-22;Yangon;Female;Member;Home and lifestyle;Ewallet;147;5;771,75;0,0479;36,97;8,0
734-12-994;2026-07-05;Mandalay;Female;Normal;Food and beverages;Credit card;91;1;95,55;0,0479;4,58;8,6
172-90-746;2026-07-16;Yangon;Female;Normal;Food and beverages;Credit card;79;2;165,9;0,0479;7,95;5,4
935-36-535;2026-02-27;Mandalay;Male;Normal;Home and lifestyle;Credit card;455;7;3344,25;0,0479;160,19;5,9
790-10-128;2026-06-24;Yangon;Male;Member;Food and beverages;Ewallet;181;9;1710,45;0,0479;81,93;9,5
807-72-737;2026-04-24;Yangon;Male;Normal;Food and beverages;Ewallet;27;4;113,4;0,0479;5,43;8,6
678-52-303;2026-01-29;Mandalay;Female;Member;Fashion accessories;Ewallet;119;1;124,95;0,0479;5,99;1,5
581-27-587;2026-01-03;Naypyitaw;Male;Normal;Food and beverages;Credit card;41;3;129,15;0,0479;6,19;1,8
224-11-943;2026-06-22;Mandalay;Male;Member;Electronic accessories;Ewallet;923;9;8722,35;0,0479;417,8;3,8
894-10-104;2026-12-04;Yangon;Female;Normal;Food and beverages;Cash;42;4;176,4;0,0479;8,45;6,6
560-77-583;2026-08-20;Yangon;Female;Member;Home and lifestyle;Credit card;322;2;676,2;0,0479;32,39;4,4
699-50-548;2026-01-20;Yangon;Male;Member;Food and beverages;Credit card;46;6;289,8;0,0479;13,88;3,1
765-16-260;2026-03-26;Yangon;Male;Normal;Food and beverages;Ewallet;190;3;598,5;0,0479;28,67;4,9
451-92-667;2026-06-23;Yangon;Male;Member;Food and beverages;Credit card;59;6;371,7;0,0479;17,8;5,8
472-83-344;2026-04-10;Yangon;Female;Member;Food and beverages;Credit card;115;2;241,5;0,0479;11,57;3,9
384-30-562;2026-11-05;Mandalay;Female;Member;Food and beverages;Credit card;168;2;352,8;0,0479;16,9;9,6
567-76-362;2026-04-14;Naypyitaw;Male;Member;Food and beverages;Ewallet;180;10;1890,0;0,0479;90,53;4,5
664-10-747;2026-01-23;Yangon;Male;Member;Fashion accessories;Ewallet;37;6;233,1;0,0479;11,17;2,0
344-57-720;2026-04-29;Yangon;Male;Normal;Home and lifestyle;Cash;360;7;2646,0;0,0479;126,74;8,5
574-15-230;2026-04-18;Yangon;Male;Normal;Sports and travel;Credit card;141;10;1480,5;0,0479;70,92;7,8
120-35-735;2026-01-05;Mandalay;Female;Normal;Fashion accessories;Ewallet;24;7;176,4;0,0479;8,45;3,7
505-86-948;2026-04-29;Yangon;Male;Member;Food and beverages;Cash;32;4;134,4;0,0479;6,44;4,8
530-78-837;2026-09-23;Yangon;Female;Normal;Food and beverages;Credit card;6;6;37,8;0,0479;1,81;8,1
473-58-170;2026-06-15;Yangon;Male;Member;Food and beverages;Credit card;72;10;756,0;0,0479;36,21;3,4
830-70-339;2026-03-13;Yangon;Female;Normal;Fashion accessories;Credit card;281;3;885,15;0,0479;42,4;9,6
444-56-215;2026-12-17;Mandalay;Female;Member;Home and lifestyle;Credit card;429;2;900,9;0,0479;43,15;9,7
648-45-178;2026-08-05;Yangon;Female;Member;Sports and travel;Cash;67;3;211,05;0,0479;10,11;4,0
218-60-752;2026-10-03;Yangon;Male;Normal;Food and beverages;Credit card;184;9;1738,8;0,0479;83,29;1,8
302-99-114;2026-02-08;Naypyitaw;Female;Member;Health and beauty;Cash;157;5;824,25;0,0479;39,48;3,1
159-59-691;2026-08-16;Naypyitaw;Male;Normal;Food and beverages;Cash;90;5;472,5;0,0479;22,63;8,8
559-70-149;2026-11-13;Yangon;Female;Member;Health and beauty;Cash;133;6;837,9;0,0479;40,14;3,8
122-98-428;2026-12-03;Yangon;Male;Normal;Food and beverages;Credit card;92;8;772,8;0,0479;37,02;1,2
